Table,Description,,
"""tcb-prod-golden_curated"".au_bal","Accounting Unit Balance records the value of the monetary (e.g USD 234.50) or non-monetary (e.g. 121 employees) for an Accounting Unit within a given Measurement Period (e.g. 3rd Quarter 1998, week 42 1999) for a given Scenario (e.g. Actual, Budget) and for a given balance type (e.g. Balance, Max, Min, Mean).",,
